,0
බාහිර,146
පවතිනවා,145
විද්‍යාඥයෝ,145
වස්තුවක්,145
දනිති,145
වෙනස්කම්,145
පැවැත්වීමට,145
වෙි,145
සමස්ත,145
කරා,145
පරස්පර,144
පාවා,144
පුද්ගලයා,144
රෝග,144
දෙකක,143
දැනගත,143
සංගමයේ,143
කමිටුව,143
නියෝජිතයන්,143
ඉංගිරිසින්ගේ,143
කිවුවෙ,143
මැතිවරණයේ,143
දේට,143
කියලත්,143
විසඳුම්,143
පොරොන්දු,142
නිව්ටෝනීය,142
කෙරෙනවා,142
කොහොමද,142
ඉඳලා,142
දියුණු,142
සමාජවාදය,142
වෙච්ච,142
කවුරුන්වත්,142
අවශ්‍යතා,142
තවම,142
නුවර,142
එතෙක්,141
නූතනත්වයට,141
දෙකකට,141
තනතුරු,141
ලැබිණි,141
සහතික,141
වරප්‍රසාද,141
බුදුදහමට,140
තමාට,140
දැනටමත්,140
සවන්,140
දක්ෂ,140
කිහිපයකට,140
අධිකරණයට,140
දරණ,140
කිසිවකුට,140
ධුරයෙන්,140
මවා,139
ආ,139
පනස්හයේ,139
උගතුන්ට,139
නිරපේක්ෂ,139
ප්‍රංශ,139
අමුතුවෙන්,139
ආධාරයෙන්,139
අයුරකින්,139
ඇරිස්ටෝටලීය,138
තේරුම,138
සමුද්දේශ,138
බොරුව,138
පහසු,138
සියයට,138
ලෝකයට,138
දෙදෙනා,138
බිඳ,138
හැරීම,137
තිබේ,137
රජය,137
පෞද්ගලිකත්වය,137
අභ්‍යන්තර,137
පුහු,137
කිරීමත්,137
සේවා,137
කවදා,136
එයටත්,136
ඇමතිවරු,136
සිදුවෙයි,136
පැවැත්මක්,136
ආයුධ,136
කිවුවා,136
විශ්වවිද්‍යාලය,135
පොන්නම්බලම්,135
නූතනත්වයේ,135
මුස්ලිමුන්ට,135
පිළිගැනීමට,135
ප්‍රවාදය,135
වැඩම,135
ව්‍යවස්ථාවේ,135
ඉතිහාසයක්,135
පෝතකයන්,135
මාක්ස්වාදීන්,135
යුද්ධයක්,135
පරිවර්තනය,135
උතුරේ,134
ප්‍රදේශවල,134
ප්‍රජාතන්ත්‍රවාදී,134
වෙසක්,134
හතරවැනි,134
මැතිවරණයක්,134
පැණිය,134
ඉතාමත්,133
මැයි,133
මැතිවරණයෙන්,133
පිහිටුවීමට,133
ළඟ,133
සෝභිත,133
සභාවට,133
වැන්නන්,133
එකේ,133
රසායනික,133
ස්ථාවර,133
තියා,133
ගනු,132
මනසෙන්,132
මොවුන්,132
ලන්දේසීන්,132
පිළිගන්නවා,132
එකත්,132
මෙවර,132
ඒකත්,132
පාසලේ,132
පදනම,132
සෘජු,132
සංසන්දනය,132
ඇමරිකාව,132
අවස්ථා,132
මොක,131
වැරදියි,131
ඉන්දු,131
නොබෙල්,131
පොහොට්ටුවේ,131
වෙන්නේ,131
අසමත්,131
අර්ථයෙන්,131
ඩොලර්,131
පහත,131
දැකිය,131
සැලසුම්,130
කරගන්න,130
විසඳුමක්,130
කිවුව,130
ලෙසත්,130
නිසාත්,130
සාධක,130
එන්නේ,130
චන්න,130
කොටස,130
තැනැත්තා,129
නිතර,129
එංගලන්ත,129
මාත්,129
වලට,129
ප්‍රචාරයක්,129
අවකාශය,129
වැටීම,129
නීතියට,129
හමුවේ,129
කුලය,129
ව්‍යවස්ථාවෙන්,129
ඉන්දියාවෙන්,128
සියල්ලන්ට,128
සංස්කෘතියක,128
සිටීම,128
මෙතෙක්,128
පිරිස්,128
ඉස්ලාම්,127
ජාතීන්ගේ,127
ජාතිකවාදී,127
ආයතනවල,127
හැරීමට,127
අනුග්‍රහය,127
මහතුන්,127
හැමදාමත්,127
අරාබි,127
කිව්වත්,127
කාලයෙහි,127
බැංකු,127
කලෙක,126
හිටියේ,126
සෘජුව,126
මෙතරම්,126
දීමෙන්,126
කුණු,126
මිථ්‍යා,126
ජාතියේ,126
අහන්නෙ,126
කෑ,126
සිටිති,126
ගෞරවය,126
භාෂා,126
ගනිති,126
බිය,126
මුලින්,125
වැටෙන,125
තරමින්,125
තෙල්,125
කියවන,125
දෙය,125
යළි,125
සේ,125
අසාර්ථක,125
බෞද්ධයෝ,125
කරගැනීමට,125
මිනිසුන්ගේ,125
රෝ,125
කුමරු,125
ආවා,124
නීත්‍යානුකූල,124
ආර්ථිකය,124
ආකාරයක,124
සංගමය,124
දුන්න,124
සති,124
නොවන්නට,124
සංධානයට,124
දිනේෂ්,124
කෙරිණි,123
අපෙන්,123
අඩංගු,123
දුන්නෙ,123
අවශ්‍යයි,123
බැඳුම්කර,123
අර්ජුන්,123
හිතෙනවා,123
කියලයි,123
නැතහොත්,123
අවස්ථිති,122
කරමි,122
සම්බන්ධය,122
ගතහොත්,122
ව්‍යාපාරයට,122
රෝම,122
කිරීමටත්,122
ඇතැමුනට,122
කිවහොත්,122
විදේශීය,122
පුටුව,122
දාර්ශනිකයන්,122
තරුණයන්,122
සිටීමට,122
ඇමරිකාවේ,122
රේඛීය,122
දෙනු,122
ස්කන්ධය,122
බටහිරින්,122
කොන්දේසි,121
ඔප්පු,121
කියවන්න,121
වැටුප්,121
ලබාගැනීමට,121
විඥානයක්,121
සිසුන්ට,121
සංවිධානයක්,121
දහස්,121
රාමු,121
ස්වායත්ත,121
ගුවන්,121
ජාතියට,121
විපක්ෂෙ,121
කණ්ඩායමට,121
තාක්ෂණය,121
කරන්නන්,121
බී,121
ආනයනය,120
පවතියි,120
ණය,120
දකින,120
රාජ්‍යවල,120
යහපාලන,120
තිබෙන්නේ,119
විද්‍යාවක්,119
ඇමරිකන්,119
හාමුදුරුවරුන්,119
විපක්ෂයට,119
ජාතිවාදයේ,119
අත්දැකීම්,119
ගසා,119
කැමැත්ත,119
සී,119
වෙලාවට,119
අපේක්ෂක,119
ජයසූරිය,119
නොවීම,119
ත්‍රස්තවාදීන්,119
ඉඳන්,119
දිනා,119
විද්‍යාවෙ,119
හිමිකම්,119
කියැවෙන්නෙ,119
කියනු,118
ලියන්නේ,118
ලාංකික,118
මහේන්ද්‍රන්,118
දැඩි,118
මැතිවරණයට,118
නරක,118
නිරවුල්,118
රූප,117
එවැන්නක්,117
හැටි,117
මේක,117
ගැලීලියෝ,117
රාජපක්ෂට,117
එදත්,117
ජනාධිපතිතුමා,117
පැත්තට,117
මෛත්‍රිපාලගෙ,116
ලැබ,116
නිර්වචනය,116
පැත්ත,116
කාල,116
රැකියා,116
දැනගන්න,116
උඩින්,116
බාධාවක්,116
බලපෑම,116
බුදුහාමුදුරුවන්,115
මහානායක,115
සමාජවාදී,115
වෙමු,115
රජුගේ,115
පිළිබඳව,115
සතුටු,115
සාමාජිකයකු,115
මණ්ඩලයක්,115
එනවා,115
සංවිධානයේ,115
තියෙන්නේ,114
ප්‍රතිඵලය,114
නිදහසක්,114
සැබෑ,114
නිකම්,114
ඊළඟ,114
පවසන්නේ,114
කියනව,114
කඩ,114
විශ්වවිද්‍යාලයට,114
කණ්ඩායමක්,114
රජ,114
භයානක,114
ඒවාට,113
දේව,113
සටනක්,113
ප්‍රතිපත්තියක්,113
කම,113
රැස්වීමට,113
සමස්තයක්,113
පහසුකම්,113
හමු,113
ජෝන්,113
තොර,113
පරීක්ෂණය,113
නියෝග,112
ආධිපත්‍යයක්,112
තත්වයක්,112
ලබාගන්නා,112
උන්වහන්සේට,112
යමකු,112
හෙළිදරවු,112
වාර්තාවක්,112
නතර,112
කළහොත්,112
මෙම,112
කොහේ,112
වුණාට,112
සිද්ධි,112
අවසර,112
විසිවැනි,112
කළොත්,112
සංවර්ධනය,112
විජය,112
විද්‍යුත්,112
පිලිබඳ,112
මිනිස්,112
අයිති,112
ශූන්‍ය,111
මනස්,111
නිවාඩු,111
හිතවත්,111
පරීක්ෂණයක්,111
පෙනෙන්නේ,111
බලපෑමක්,111
නොයෙකුත්,111
ප්‍රතිපාදන,111
ජීවිත,111
අරන්,111
යන්නත්,111
එහා,111
විශ්වය,111
විඥානය,111
පැවත,111
තීන්දුව,110
සංධාන,110
කතන්දරයක්,110
පික්පොකට්,110
ගැනවත්,110
රජවරු,110
දේවි,110
ශිෂ්‍ය,110
විශේෂිත,110
හසු,110
පැවැත්වීම,110
නොතිබූ,109
ඇතිකර,109
නීතිඥයන්,109
සැකයක්,109
පරණ,109
මණ්ඩල,109
කෙටියෙන්,109
බෞද්ධයන්ගේ,109
යුරෝපයේ,109
පවත්වන,109
ආරාධනය,109
නොහැකිය,109
දෙදෙනකු,109
අසාධාරණයක්,109
පීඨයේ,109
හතර,109
ජනවාර්ගික,109
පුතා,108
ප්‍රශ්නයේ,108
කඳවුරේ,108
ආහාර,108
අනුකාරක,108
වෙදකමේ,108
ලබන්නේ,108
කලක,108
ප්‍රායෝගික,108
කොටින්,108
ධර්ම,108
පිළිගන්න,108
එතැන,108
මවාගත,108
අවලංගු,108
ථෙරවාදී,107
සිටියත්,107
හින්ද,107
නිමල්,107
පද්ධතිය,107
තේරුමක්,107
වියදම්,107
නෛතික,107
සියල්ලට,107
බෞද්ධයකු,107
පුවත්පත්,107
ජනාධිපතිවරණය,106
සිතෙන්,106
පවසා,106
සම්භවයක්,106
පාහේ,106
අර්ථ,106
විරෝධයක්,106
රහතන්,106
සිවල්,106
බලපාන,106
ඡන්දෙ,106
උපාධියක්,106
හමුදාවට,106
යෑමේ,106
ආසන,106
ධම්මික,106
කෙරෙන්නෙ,106
අනන්‍යතාව,106
නායකයකු,106
සභාවලට,106
උපන්,105
කවුරුත්,105
පටහැණි,105
ඉදිරි,105
ලත්,105
ගැටුමක්,105
අවුරුද්දක්,105
චීනයට,105
පිළිතුර,105
අයින්,105
සිටියහ,105
කා,105
අත්හැර,105
සතුන්,105
කිසිදු,105
ඉහළින්,104
මනසේ,104
එතකොට,104
වගන්ති,104
සංස්කෘතියෙ,104
විසි,104
නමි,104
එංගලන්තෙ,104
කොමිසමට,104
දැනගෙන,104
ධර්මපාලතුමා,104
සම්මේලනයේ,104
සුපිරි,103
ගෙනෙන,103
ඩීල්,103
දැමීම,103
ශාස්ත්‍රීය,103
කොඩිය,103
එරට,103
මල්,103
වක්‍ර,103
කරුණාරත්න,103
ගණිත,103
ධනපති,103
කෘෂිරසායනික,103
පෘතුගීසීන්,103
ලිපියෙහි,103
රේඛා,103
දෙමළෙන්,103
කැමතියි,102
හැකිනම්,102
විකල්ප,102
භාෂාවෙන්,102
වාම,102
දීමේ,102
හේතුකොටගෙන,102
